flood_risk_3yr,weather_forecast_risk,aqi_forecast,strike_frequency,avg_weekly_earnings,tenure_weeks,past_claims_count,premium_target
31.6,87.69,1.65,3.68,5231.54,23,3,57.61
10.04,3.78,30.09,0.83,3252.84,13,15,40.46
78.5,25.73,33.63,2.26,3815.84,49,14,53.05
97.2,71.02,11.11,3.89,3969.08,86,9,67.28
67.33,17.42,33.85,4.98,7499.64,58,6,63.63
93.71,33.18,99.41,1.96,3355.13,64,0,55.53
63.6,0.52,66.6,4.99,5102.01,91,12,68.06
10.78,50.63,99.95,0.22,4651.6,81,10,35.01
72.25,11.54,4.13,3.53,5613.02,70,8,54.12
24.89,7.87,88.18,4.32,7545.69,60,12,58.54
96.4,5.46,76.4,1.98,3658.07,70,15,53.25
25.59,41.05,52.35,0.57,6483.89,98,14,45.37
97.17,2.61,76.25,0.35,6290.71,80,13,49.66
30.8,55.14,60.44,2.12,5584.86,87,15,55.21
79.61,73.7,80.57,0.56,3023.56,34,8,51.18
33.43,47.77,8.95,4.73,4852.78,42,1,60.94
84.87,24.97,59.7,0.7,7908.24,73,11,50.73
42.48,43.43,87.15,2.65,7800.7,26,12,60.55
35.52,5.95,40.84,1.42,4639.55,74,0,41.57
36.42,98.75,84.16,0.85,5871.45,86,15,55.97
24.89,10.28,75.25,0.02,3580.07,44,14,38.56
81.73,24.99,83.18,3.24,5713.95,99,12,60.09
12.21,20.68,40.94,2.54,6884.08,83,15,45.82
27.15,26.06,6.38,2.15,7922.34,58,10,46.93
67.03,93.66,78.24,0.7,4438.83,55,3,52.29
16.52,21.78,44.75,4.48,3567.59,99,0,50.68
10.78,30.42,28.08,2.0,5609.18,16,5,46.19
47.75,7.21,52.63,0.53,3544.73,91,5,42.66
80.37,75.16,70.2,4.03,3082.62,29,5,64.39
56.14,3.36,91.58,4.61,7716.09,77,10,65.79
82.33,39.43,29.78,3.89,5650.4,64,9,60.35
38.11,6.24,14.38,4.86,4566.07,25,10,55.79
6.44,14.51,76.8,0.11,4121.68,18,11,39.16
29.88,92.39,85.69,3.95,5065.16,102,1,63.26
8.85,92.11,46.41,0.73,3492.28,76,1,43.59
72.92,30.69,62.25,4.16,3147.67,29,10,67.22
1.65,91.7,43.41,0.67,4642.78,101,2,36.73
79.26,19.33,25.78,4.36,3199.97,85,8,61.79
7.23,81.42,29.14,3.82,4781.96,65,15,57.02
90.89,1.77,22.25,3.81,3682.74,78,11,57.65
65.35,94.12,66.97,1.17,7577.11,51,2,55.51
51.25,59.79,57.05,3.79,7786.99,33,2,59.33
69.76,10.08,79.48,3.86,6429.81,22,14,62.35
86.1,35.6,89.46,0.29,5687.49,70,1,49.48
14.22,34.59,77.86,1.87,4883.67,100,14,49.47
37.64,75.13,32.41,4.78,4986.59,58,13,61.08
0.17,34.23,87.32,4.84,5033.08,104,2,60.76
96.7,0.86,1.34,4.95,4868.05,56,2,62.12
35.9,86.62,40.52,1.4,5968.56,52,14,50.47
28.08,69.4,30.86,1.24,7416.25,76,14,46.58
6.31,35.89,13.78,4.77,5280.33,46,11,57.09
82.95,96.12,61.27,3.23,7063.29,22,7,68.59
23.77,15.36,30.52,0.8,6881.31,18,8,39.82
84.25,61.09,52.57,4.54,6390.79,51,1,60.25
27.7,47.82,60.02,1.41,4862.0,92,1,44.42
96.51,72.18,24.36,2.67,6823.67,80,5,59.37
90.58,21.89,88.59,0.25,4148.98,96,5,50.37
11.91,47.31,57.37,2.9,3779.02,54,11,52.87
40.06,12.4,95.55,0.36,3248.95,45,1,35.68
26.01,14.12,25.46,3.8,5790.77,62,1,49.7
12.8,70.22,68.81,4.17,7479.33,49,15,61.73
44.42,49.44,47.31,1.12,5029.59,102,6,48.31
35.37,70.21,40.2,1.51,5106.13,86,5,47.15
31.66,69.41,35.14,0.37,5237.68,0,12,47.79
92.85,23.66,46.58,0.96,7019.28,92,14,55.79
32.23,48.42,6.83,2.67,6419.33,15,10,52.13
85.36,6.05,19.39,3.9,6322.01,52,1,53.79
3.89,69.05,44.87,2.29,7110.84,56,3,49.37
45.71,28.54,46.33,0.8,5429.77,48,8,39.58
79.05,2.27,54.54,1.23,4953.92,53,11,46.65
89.28,7.72,45.75,0.89,6160.39,67,15,48.14
34.38,86.51,71.74,3.36,6592.01,47,3,60.11
39.98,36.22,60.29,1.76,3937.63,42,5,45.46
49.04,80.89,26.72,4.38,7182.52,89,2,57.91
71.28,79.1,68.45,1.33,7910.54,97,8,53.4
40.11,68.99,14.52,1.18,3381.52,45,11,47.01
0.93,83.26,47.51,1.62,7285.59,26,14,47.99
81.35,44.8,73.33,3.59,4530.56,45,4,60.09
30.94,66.72,74.03,4.44,4534.83,47,4,65.22
91.87,62.94,32.88,0.73,7377.58,37,13,54.18
99.14,76.47,37.06,3.44,7667.46,57,7,68.23
66.62,89.01,58.59,4.74,4963.38,58,9,69.33
